Model,DPO3014
Firmware Version,2.40

Waveform Type,ANALOG,
Point Format,Y,
Horizontal Units,s,
Horizontal Scale,4e-06,
Horizontal Delay,1.928e-05,
Sample Interval,4e-09,
Record Length,10000,
Gating,0.0% to 100.0%,
Probe Attenuation,1,
Vertical Units,V,
Vertical Offset,0,
Vertical Scale,0.2,
Vertical Position,0,
,,
,,
,,
Label,,
TIME,CH1,CH4
4.4000e-07,-0.0096875,3.41938
4.4400e-07,-0.00875,3.41938
4.4800e-07,-0.00896875,3.41812
4.5200e-07,-0.00834375,3.41812
4.5600e-07,-0.00853125,3.42
4.6000e-07,-0.00825,3.41859
4.6400e-07,-0.00853125,3.41984
4.6800e-07,-0.0094375,3.41844
4.7200e-07,-0.0096875,3.42063
4.7600e-07,-0.00934375,3.42031
4.8000e-07,-0.0071875,3.42
4.8400e-07,-0.0081875,3.41688
4.8800e-07,-0.0076875,3.41781
4.9200e-07,-0.008,3.41938
4.9600e-07,-0.00853125,3.41984
5.0000e-07,-0.00925,3.42031
5.0400e-07,-0.00959375,3.41953
5.0800e-07,-0.0091875,3.42063
5.1200e-07,-0.0079375,3.42219
5.1600e-07,-0.0075625,3.42
5.2000e-07,-0.00790625,3.42219
5.2400e-07,-0.0080625,3.42125
5.2800e-07,-0.00859375,3.42047
5.3200e-07,-0.00984375,3.42078
5.3600e-07,-0.00703125,3.41984
5.4000e-07,-0.00984375,3.4225
5.4400e-07,-0.00846875,3.41984
5.4800e-07,-0.00884375,3.42047
5.5200e-07,-0.00815625,3.42266
5.5600e-07,-0.007125,3.41859
5.6000e-07,-0.0086875,3.42391
5.6400e-07,-0.00903125,3.42516
5.6800e-07,-0.008875,3.42
5.7200e-07,-0.00865625,3.42297
5.7600e-07,-0.00853125,3.42
5.8000e-07,-0.00821875,3.42063
5.8400e-07,-0.00815625,3.42141
5.8800e-07,-0.0083125,3.42312
5.9200e-07,-0.00859375,3.41969
5.9600e-07,-0.0091875,3.42
6.0000e-07,-0.0093125,3.42469
6.0400e-07,-0.00884375,3.42266
6.0800e-07,-0.0071875,3.42266
6.1200e-07,-0.00809375,3.42359
6.1600e-07,-0.00890625,3.42359
6.2000e-07,-0.00878125,3.42281
6.2400e-07,-0.00921875,3.42141
6.2800e-07,-0.00925,3.42406
6.3200e-07,-0.0105938,3.42078
6.3600e-07,-0.0096875,3.425
6.4000e-07,-0.0085,3.42563
6.4400e-07,-0.00884375,3.42359
6.4800e-07,-0.00925,3.42563
6.5200e-07,-0.00925,3.42641
6.5600e-07,-0.00975,3.42281
6.6000e-07,-0.0100625,3.42141
6.6400e-07,-0.0081875,3.42813
6.6800e-07,-0.0102188,3.42453
6.7200e-07,-0.00925,3.42406
6.7600e-07,-0.008875,3.425
6.8000e-07,-0.009125,3.42734
6.8400e-07,-0.0085625,3.42703
6.8800e-07,-0.009,3.42453
6.9200e-07,-0.0094375,3.425
6.9600e-07,-0.00946875,3.42297
7.0000e-07,-0.00865625,3.42656
7.0400e-07,-0.00959375,3.42469
7.0800e-07,-0.00853125,3.43016
7.1200e-07,-0.00828125,3.425
7.1600e-07,-0.00890625,3.42484
7.2000e-07,-0.00934375,3.42188
7.2400e-07,-0.00990625,3.42781
7.2800e-07,-0.00996875,3.42453
7.3200e-07,-0.00934375,3.42641
7.3600e-07,-0.008,3.42844
7.4000e-07,-0.00825,3.42391
7.4400e-07,-0.008875,3.42375
7.4800e-07,-0.00896875,3.42625
7.5200e-07,-0.00909375,3.42141
7.5600e-07,-0.0093125,3.42563
7.6000e-07,-0.0102188,3.42406
7.6400e-07,-0.00953125,3.42813
7.6800e-07,-0.00865625,3.43094
7.7200e-07,-0.00871875,3.42266
7.7600e-07,-0.00915625,3.42859
7.8000e-07,-0.00925,3.42766
7.8400e-07,-0.00909375,3.42297
7.8800e-07,-0.0096875,3.42328
7.9200e-07,-0.00875,3.43203
7.9600e-07,-0.00984375,3.42797
8.0000e-07,-0.0091875,3.42922
8.0400e-07,-0.00971875,3.425
8.0800e-07,-0.00909375,3.42922
8.1200e-07,-0.00884375,3.43109
8.1600e-07,-0.0093125,3.42656
8.2000e-07,-0.00928125,3.43203
8.2400e-07,-0.0096875,3.42813
8.2800e-07,-0.0086875,3.43031
8.3200e-07,-0.00934375,3.42813
