# time (microsecs), Volts
9.05280000,-0.00263281
9.05360008,-0.00267188
9.05440016,-0.00257813
9.05520024,-0.00253125
9.05600032,-0.00264063
9.05680040,-0.00245313
9.05760048,-0.00250781
9.05840056,-0.00262500
9.05920064,-0.00277344
9.06000072,-0.00260156
9.06080080,-0.00272656
9.06160088,-0.00261719
9.06240096,-0.00249219
9.06320104,-0.00264844
9.06400112,-0.00273438
9.06480120,-0.00250781
9.06560128,-0.00271094
9.06640136,-0.00260938
9.06720144,-0.00271875
9.06800152,-0.00253906
9.06880160,-0.00242969
9.06960168,-0.00285937
9.07040176,-0.00275000
9.07120184,-0.00265625
9.07200192,-0.00277344
9.07280200,-0.00283594
9.07360208,-0.00248438
9.07440216,-0.00269531
9.07520224,-0.00277344
9.07600232,-0.00271094
9.07680240,-0.00263281
9.07760248,-0.00262500
9.07840256,-0.00276562
9.07920264,-0.00272656
9.08000272,-0.00271875
9.08080280,-0.00264844
9.08160288,-0.00274219
9.08240296,-0.00261719
9.08320304,-0.00282812
9.08400312,-0.00269531
9.08480320,-0.00293750
9.08560328,-0.00257813
9.08640336,-0.00285937
9.08720344,-0.00276562
9.08800352,-0.00265625
9.08880360,-0.00261719
9.08960368,-0.00280469
9.09040376,-0.00268750
9.09120384,-0.00282812
9.09200392,-0.00277344
9.09280400,-0.00280469
9.09360408,-0.00270313
9.09440416,-0.00262500
9.09520424,-0.00288281
9.09600432,-0.00288281
9.09680440,-0.00267188
9.09760448,-0.00283594
9.09840456,-0.00285937
9.09920464,-0.00264844
9.10000472,-0.00285937
9.10080480,-0.00282031
9.10160488,-0.00272656
9.10240496,-0.00284375
9.10320504,-0.00282812
9.10400512,-0.00282031
9.10480520,-0.00271094
9.10560528,-0.00279687
9.10640536,-0.00266406
9.10720544,-0.00285156
9.10800552,-0.00280469
9.10880560,-0.00287500
9.10960568,-0.00269531
9.11040576,-0.00284375
9.11120584,-0.00267969
9.11200592,-0.00289844
9.11280600,-0.00280469
9.11360608,-0.00276562
9.11440616,-0.00269531
9.11520624,-0.00275781
9.11600632,-0.00280469
9.11680640,-0.00290625
9.11760648,-0.00276562
9.11840656,-0.00280469
9.11920664,-0.00269531
9.12000672,-0.00260938
9.12080680,-0.00284375
9.12160688,-0.00278906
9.12240696,-0.00260938
9.12320704,-0.00289062
9.12400712,-0.00291406
9.12480720,-0.00267188
9.12560728,-0.00280469
9.12640736,-0.00278125
9.12720744,-0.00273438
9.12800752,-0.00264063
9.12880760,-0.00280469
9.12960768,-0.00282812
9.13040776,-0.00271094
9.13120784,-0.00284375
9.13200792,-0.00260156
9.13280800,-0.00263281
9.13360808,-0.00265625
9.13440816,-0.00276562
9.13520824,-0.00257813
9.13600832,-0.00273438
9.13680840,-0.00267969
