# time (microsecs), Volts
8.51200000,-0.00104688
8.51600040,-0.00096563
8.52000080,-0.00093281
8.52400120,-0.00087812
8.52800160,-0.00086406
8.53200200,-0.00079375
8.53600240,-0.00075781
8.54000280,-0.00074219
8.54400320,-0.00067031
8.54800360,-0.00064219
8.55200400,-0.00064844
8.55600440,-0.00064219
8.56000480,-0.00061094
8.56400520,-0.00065469
8.56800560,-0.00065313
8.57200600,-0.00067969
8.57600640,-0.00066094
8.58000680,-0.00070313
8.58400720,-0.00072031
8.58800760,-0.00073750
8.59200800,-0.00076406
8.59600840,-0.00082344
8.60000880,-0.00088125
8.60400920,-0.00090000
8.60800960,-0.00096875
8.61201000,-0.00099062
8.61601040,-0.00099531
8.62001080,-0.00104063
8.62401120,-0.00106094
8.62801160,-0.00107969
8.63201200,-0.00106094
8.63601240,-0.00109375
8.64001280,-0.00109844
8.64401320,-0.00111719
8.64801360,-0.00111250
8.65201400,-0.00107188
8.65601440,-0.00109844
8.66001480,-0.00109219
8.66401520,-0.00104219
8.66801560,-0.00108125
8.67201600,-0.00101563
8.67601640,-0.00095313
8.68001680,-0.00092656
8.68401720,-0.00091250
8.68801760,-0.00081563
8.69201800,-0.00077969
8.69601840,-0.00079844
8.70001880,-0.00078594
8.70401920,-0.00073281
8.70801960,-0.00074063
8.71202000,-0.00070469
8.71602040,-0.00068750
8.72002080,-0.00068906
8.72402120,-0.00066250
8.72802160,-0.00070781
8.73202200,-0.00069375
8.73602240,-0.00070781
8.74002280,-0.00067813
8.74402320,-0.00069375
8.74802360,-0.00077344
8.75202400,-0.00080000
8.75602440,-0.00083906
8.76002480,-0.00082188
8.76402520,-0.00085781
8.76802560,-0.00091563
8.77202600,-0.00091875
8.77602640,-0.00098438
8.78002680,-0.00099688
8.78402720,-0.00104375
8.78802760,-0.00113594
8.79202800,-0.00112656
8.79602840,-0.00116094
8.80002880,-0.00117187
8.80402920,-0.00114688
8.80802960,-0.00119375
8.81203000,-0.00115938
8.81603040,-0.00107813
8.82003080,-0.00111563
8.82403120,-0.00112344
8.82803160,-0.00110000
8.83203200,-0.00108594
8.83603240,-0.00103125
8.84003280,-0.00098438
8.84403320,-0.00095781
8.84803360,-0.00090000
8.85203400,-0.00093438
8.85603440,-0.00090313
8.86003480,-0.00079219
8.86403520,-0.00080000
8.86803560,-0.00075781
8.87203600,-0.00067813
8.87603640,-0.00072969
8.88003680,-0.00067969
8.88403720,-0.00062656
8.88803760,-0.00065938
8.89203800,-0.00064531
8.89603840,-0.00068281
8.90003880,-0.00066719
8.90403920,-0.00066719
8.90803960,-0.00067656
8.91204000,-0.00075938
8.91604040,-0.00079219
8.92004080,-0.00081406
8.92404120,-0.00085938
8.92804160,-0.00094063
8.93204200,-0.00096094
8.93604240,-0.00104063
8.94004280,-0.00107188
8.94404320,-0.00106250
8.94804360,-0.00113594
8.95204400,-0.00117500
8.95604440,-0.00120938
8.96004480,-0.00122031
8.96404520,-0.00122656
8.96804560,-0.00127188
8.97204600,-0.00125781
8.97604640,-0.00122344
