# time (microsecs), Volts
9.27200000,-0.00015078
9.27600040,-0.00016328
9.28000080,-0.00015391
9.28400120,-0.00018672
9.28800160,-0.00018516
9.29200200,-0.00019531
9.29600240,-0.00018984
9.30000280,-0.00019297
9.30400320,-0.00019609
9.30800360,-0.00018437
9.31200400,-0.00016797
9.31600440,-0.00014844
9.32000480,-0.00011797
9.32400520,-0.00010469
9.32800560,-0.00010547
9.33200600,-0.00007266
9.33600640,-0.00004453
9.34000680,-0.00003047
9.34400720,-0.00000703
9.34800760,0.00001484
9.35200800,0.00003047
9.35600840,0.00005078
9.36000880,0.00005703
9.36400920,0.00006094
9.36800960,0.00005391
9.37201000,0.00007656
9.37601040,0.00008594
9.38001080,0.00006875
9.38401120,0.00007344
9.38801160,0.00007187
9.39201200,0.00008203
9.39601240,0.00005391
9.40001280,0.00003828
9.40401320,0.00002734
9.40801360,-0.00001328
9.41201400,-0.00001953
9.41601440,-0.00004297
9.42001480,-0.00005313
9.42401520,-0.00006953
9.42801560,-0.00008438
9.43201600,-0.00009531
9.43601640,-0.00010625
9.44001680,-0.00011328
9.44401720,-0.00009219
9.44801760,-0.00008281
9.45201800,-0.00008984
9.45601840,-0.00007578
9.46001880,-0.00003984
9.46401920,-0.00005156
9.46801960,-0.00002187
9.47202000,-0.00000234
9.47602040,0.00002500
9.48002080,0.00004766
9.48402120,0.00007031
9.48802160,0.00005703
9.49202200,0.00006250
9.49602240,0.00006250
9.50002280,0.00007266
9.50402320,0.00006953
9.50802360,0.00006563
9.51202400,0.00004844
9.51602440,0.00005547
9.52002480,0.00002656
9.52402520,0.00001953
9.52802560,-0.00001953
9.53202600,-0.00002109
9.53602640,-0.00004297
9.54002680,-0.00007578
9.54402720,-0.00010391
9.54802760,-0.00015781
9.55202800,-0.00016250
9.55602840,-0.00019141
9.56002880,-0.00022188
9.56402920,-0.00024844
9.56802960,-0.00030234
9.57203000,-0.00034453
9.57603040,-0.00033203
9.58003080,-0.00038281
9.58403120,-0.00044219
9.58803160,-0.00048672
9.59203200,-0.00049688
9.59603240,-0.00052031
9.60003280,-0.00054297
9.60403320,-0.00056484
9.60803360,-0.00060547
9.61203400,-0.00060937
9.61603440,-0.00066016
9.62003480,-0.00066953
9.62403520,-0.00069609
9.62803560,-0.00070703
9.63203600,-0.00073125
9.63603640,-0.00077500
9.64003680,-0.00082188
9.64403720,-0.00085078
9.64803760,-0.00086484
9.65203800,-0.00089844
9.65603840,-0.00094453
9.66003880,-0.00098984
9.66403920,-0.00100703
9.66803960,-0.00105937
9.67204000,-0.00110391
9.67604040,-0.00115859
9.68004080,-0.00116016
9.68404120,-0.00121094
9.68804160,-0.00127812
9.69204200,-0.00129922
9.69604240,-0.00133594
9.70004280,-0.00137656
9.70404320,-0.00137500
9.70804360,-0.00139844
9.71204400,-0.00143594
9.71604440,-0.00146484
9.72004480,-0.00147891
9.72404520,-0.00147266
9.72804560,-0.00150234
9.73204600,-0.00150859
9.73604640,-0.00153047
9.74004680,-0.00150938
9.74404720,-0.00153750
9.74804760,-0.00154141
9.75204800,-0.00157266
9.75604840,-0.00158359
9.76004880,-0.00155234
9.76404920,-0.00160156
9.76804960,-0.00160781
9.77205001,-0.00161484
9.77605041,-0.00161641
9.78005081,-0.00161875
9.78405121,-0.00165078
9.78805161,-0.00164922
9.79205201,-0.00165859
9.79605241,-0.00166797
9.80005281,-0.00168125
9.80405321,-0.00168359
9.80805361,-0.00168281
9.81205401,-0.00169609
9.81605441,-0.00168438
9.82005481,-0.00168984
9.82405521,-0.00165547
9.82805561,-0.00167188
9.83205601,-0.00165313
9.83605641,-0.00166250
9.84005681,-0.00164141
9.84405721,-0.00163359
9.84805761,-0.00163594
9.85205801,-0.00161328
9.85605841,-0.00162344
9.86005881,-0.00161563
9.86405921,-0.00159141
9.86805961,-0.00160313
9.87206001,-0.00159141
9.87606041,-0.00157891
9.88006081,-0.00158125
9.88406121,-0.00158281
9.88806161,-0.00156406
9.89206201,-0.00156328
9.89606241,-0.00159297
9.90006281,-0.00156953
9.90406321,-0.00153594
9.90806361,-0.00161406
9.91206401,-0.00164063
9.91606441,-0.00162656
9.92006481,-0.00156875
9.92406521,-0.00162656
9.92806561,-0.00153516
9.93206601,-0.00161641
9.93606641,-0.00160938
9.94006681,-0.00165313
9.94406721,-0.00165313
9.94806761,-0.00164766
9.95206801,-0.00166797
9.95606841,-0.00161641
9.96006881,-0.00166563
9.96406921,-0.00165156
9.96806961,-0.00171172
9.97207001,-0.00164844
9.97607041,-0.00168125
9.98007081,-0.00164063
9.98407121,-0.00162656
9.98807161,-0.00162969
9.99207201,-0.00158672
9.99607241,-0.00155078
10.00007281,-0.00153125
10.00407321,-0.00152344
10.00807361,-0.00149375
10.01207401,-0.00147188
10.01607441,-0.00146250
10.02007481,-0.00147422
10.02407521,-0.00147188
10.02807561,-0.00144141
10.03207601,-0.00143516
10.03607641,-0.00142266
10.04007681,-0.00143359
10.04407721,-0.00142578
10.04807761,-0.00144531
10.05207801,-0.00144219
10.05607841,-0.00146719
10.06007881,-0.00146094
10.06407921,-0.00145781
10.06807961,-0.00147578
10.07208001,-0.00148906
10.07608041,-0.00146719
10.08008081,-0.00145469
10.08408121,-0.00143594
10.08808161,-0.00142422
10.09208201,-0.00138125
10.09608241,-0.00137891
10.10008281,-0.00134766
10.10408321,-0.00131563
10.10808361,-0.00125234
10.11208401,-0.00124141
10.11608441,-0.00119609
10.12008481,-0.00113203
10.12408521,-0.00111094
10.12808561,-0.00108203
10.13208601,-0.00104453
10.13608641,-0.00106250
10.14008681,-0.00099766
10.14408721,-0.00095547
10.14808761,-0.00098359
10.15208801,-0.00093828
10.15608841,-0.00091563
10.16008881,-0.00088281
10.16408921,-0.00086328
10.16808961,-0.00085781
10.17209001,-0.00082188
10.17609041,-0.00080781
10.18009081,-0.00076719
10.18409121,-0.00077422
10.18809161,-0.00076953
10.19209201,-0.00071328
10.19609241,-0.00071719
10.20009281,-0.00069922
10.20409321,-0.00066719
10.20809361,-0.00066797
10.21209401,-0.00063203
10.21609441,-0.00061719
10.22009481,-0.00060469
10.22409521,-0.00061484
10.22809561,-0.00058281
10.23209601,-0.00056484
10.23609641,-0.00052813
10.24009681,-0.00052031
10.24409721,-0.00047500
10.24809761,-0.00042813
10.25209801,-0.00040625
10.25609841,-0.00040859
10.26009881,-0.00038359
10.26409921,-0.00035859
10.26809961,-0.00033750
10.27210001,-0.00029609
10.27610041,-0.00028906
10.28010081,-0.00025781
10.28410121,-0.00027109
10.28810161,-0.00025312
10.29210201,-0.00020078
10.29610241,-0.00021484
10.30010281,-0.00022344
10.30410321,-0.00020938
10.30810361,-0.00019297
10.31210401,-0.00020625
10.31610441,-0.00021563
10.32010481,-0.00021172
10.32410521,-0.00022500
