# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# microseconds,volts
6.87403760e+00,-2.72656000e-03
6.87603780e+00,-2.69531000e-03
6.87803800e+00,-2.69531000e-03
6.88003820e+00,-2.81250000e-03
6.88203840e+00,-2.82031000e-03
6.88403860e+00,-2.75781000e-03
6.88603880e+00,-2.89844000e-03
6.88803900e+00,-2.71094000e-03
6.89003920e+00,-2.98438000e-03
6.89203940e+00,-2.97656000e-03
6.89403960e+00,-2.96094000e-03
6.89603980e+00,-3.10938000e-03
6.89804000e+00,-3.03906000e-03
6.90004020e+00,-3.11719000e-03
6.90204040e+00,-3.21875000e-03
6.90404060e+00,-3.20313000e-03
6.90604080e+00,-3.08594000e-03
6.90804100e+00,-3.25781000e-03
6.91004120e+00,-3.40625000e-03
6.91204140e+00,-3.21094000e-03
6.91404160e+00,-3.26562000e-03
6.91604180e+00,-3.17188000e-03
6.91804200e+00,-3.13281000e-03
6.92004220e+00,-3.26562000e-03
6.92204240e+00,-3.33594000e-03
6.92404260e+00,-3.13281000e-03
6.92604280e+00,-3.28125000e-03
6.92804300e+00,-3.28125000e-03
6.93004320e+00,-3.17969000e-03
6.93204340e+00,-3.14063000e-03
6.93404360e+00,-3.04688000e-03
6.93604380e+00,-3.07813000e-03
6.93804400e+00,-3.02344000e-03
6.94004420e+00,-3.08594000e-03
6.94204440e+00,-2.92187000e-03
6.94404460e+00,-2.89844000e-03
6.94604480e+00,-2.78906000e-03
6.94804500e+00,-2.70313000e-03
6.95004520e+00,-2.82812000e-03
6.95204540e+00,-2.67969000e-03
6.95404560e+00,-2.67969000e-03
6.95604580e+00,-2.55469000e-03
6.95804600e+00,-2.71094000e-03
6.96004620e+00,-2.55469000e-03
6.96204640e+00,-2.75781000e-03
6.96404660e+00,-2.54688000e-03
6.96604680e+00,-2.64844000e-03
6.96804700e+00,-2.42969000e-03
6.97004720e+00,-2.43750000e-03
6.97204740e+00,-2.53125000e-03
6.97404760e+00,-2.61719000e-03
6.97604780e+00,-2.35156000e-03
6.97804800e+00,-2.50000000e-03
6.98004820e+00,-2.57031000e-03
6.98204840e+00,-2.75781000e-03
6.98404860e+00,-2.62500000e-03
6.98604880e+00,-2.39844000e-03
6.98804900e+00,-2.86719000e-03
6.99004920e+00,-2.71875000e-03
6.99204940e+00,-2.75000000e-03
6.99404960e+00,-2.88281000e-03
6.99604980e+00,-2.81250000e-03
6.99805001e+00,-2.55469000e-03
7.00005021e+00,-2.86719000e-03
7.00205041e+00,-2.91406000e-03
7.00405061e+00,-2.91406000e-03
7.00605081e+00,-3.01563000e-03
7.00805101e+00,-3.02344000e-03
7.01005121e+00,-3.11719000e-03
7.01205141e+00,-3.00000000e-03
7.01405161e+00,-3.09375000e-03
7.01605181e+00,-3.01563000e-03
7.01805201e+00,-3.08594000e-03
7.02005221e+00,-3.16406000e-03
7.02205241e+00,-3.15625000e-03
7.02405261e+00,-3.22656000e-03
7.02605281e+00,-3.07031000e-03
7.02805301e+00,-3.10938000e-03
7.03005321e+00,-3.12500000e-03
7.03205341e+00,-3.26562000e-03
7.03405361e+00,-3.07813000e-03
7.03605381e+00,-3.28125000e-03
7.03805401e+00,-3.18750000e-03
7.04005421e+00,-3.14063000e-03
7.04205441e+00,-3.11719000e-03
7.04405461e+00,-3.06250000e-03
7.04605481e+00,-3.03125000e-03
7.04805501e+00,-3.14063000e-03
7.05005521e+00,-3.09375000e-03
7.05205541e+00,-3.07031000e-03
7.05405561e+00,-3.02344000e-03
7.05605581e+00,-2.96094000e-03
7.05805601e+00,-2.92969000e-03
7.06005621e+00,-2.90625000e-03
7.06205641e+00,-2.75000000e-03
7.06405661e+00,-2.84375000e-03
7.06605681e+00,-2.89844000e-03
7.06805701e+00,-2.78125000e-03
7.07005721e+00,-2.71875000e-03
7.07205741e+00,-2.75000000e-03
7.07405761e+00,-2.67188000e-03
7.07605781e+00,-2.68750000e-03
7.07805801e+00,-2.88281000e-03
7.08005821e+00,-2.58594000e-03
7.08205841e+00,-2.74219000e-03
7.08405861e+00,-2.51563000e-03
7.08605881e+00,-2.75781000e-03
7.08805901e+00,-2.66406000e-03
7.09005921e+00,-2.80469000e-03
7.09205941e+00,-2.59375000e-03
7.09405961e+00,-2.67188000e-03
7.09605981e+00,-2.67969000e-03
7.09806001e+00,-2.63281000e-03
7.10006021e+00,-2.70313000e-03
7.10206041e+00,-2.78906000e-03
7.10406061e+00,-2.65625000e-03
7.10606081e+00,-2.92969000e-03
7.10806101e+00,-2.78125000e-03
7.11006121e+00,-2.88281000e-03
7.11206141e+00,-2.73438000e-03
7.11406161e+00,-2.71875000e-03
7.11606181e+00,-2.96094000e-03
7.11806201e+00,-2.89844000e-03
7.12006221e+00,-2.76562000e-03
7.12206241e+00,-3.01563000e-03
7.12406261e+00,-2.94531000e-03
7.12606281e+00,-2.75000000e-03
7.12806301e+00,-2.95313000e-03
7.13006321e+00,-2.95313000e-03
7.13206341e+00,-2.99219000e-03
7.13406361e+00,-2.95313000e-03
7.13606381e+00,-3.03906000e-03
7.13806401e+00,-2.91406000e-03
7.14006421e+00,-3.06250000e-03
7.14206441e+00,-3.13281000e-03
7.14406461e+00,-2.96875000e-03
7.14606481e+00,-3.09375000e-03
7.14806501e+00,-3.07031000e-03
7.15006521e+00,-3.03906000e-03
7.15206541e+00,-3.09375000e-03
7.15406561e+00,-3.02344000e-03
7.15606581e+00,-3.03125000e-03
7.15806601e+00,-3.00000000e-03
7.16006621e+00,-3.02344000e-03
7.16206641e+00,-3.00000000e-03
7.16406661e+00,-3.00781000e-03
7.16606681e+00,-3.13281000e-03
7.16806701e+00,-3.01563000e-03
7.17006721e+00,-3.03125000e-03
7.17206741e+00,-2.89062000e-03
7.17406761e+00,-2.95313000e-03
7.17606781e+00,-2.95313000e-03
7.17806801e+00,-2.78906000e-03
7.18006821e+00,-2.96094000e-03
7.18206841e+00,-2.82812000e-03
7.18406861e+00,-2.83594000e-03
7.18606881e+00,-2.90625000e-03
7.18806901e+00,-2.96875000e-03
7.19006921e+00,-2.64844000e-03
7.19206941e+00,-2.80469000e-03
7.19406961e+00,-2.77344000e-03
7.19606981e+00,-2.75781000e-03
7.19807001e+00,-2.64063000e-03
7.20007021e+00,-2.70313000e-03
7.20207041e+00,-2.79687000e-03
7.20407061e+00,-2.66406000e-03
7.20607081e+00,-2.87500000e-03
7.20807101e+00,-2.60938000e-03
7.21007121e+00,-2.68750000e-03
7.21207141e+00,-2.50781000e-03
7.21407161e+00,-2.78906000e-03
7.21607181e+00,-2.67969000e-03
7.21807201e+00,-2.85156000e-03
7.22007221e+00,-2.68750000e-03
7.22207241e+00,-2.84375000e-03
7.22407261e+00,-2.70313000e-03
7.22607281e+00,-2.71875000e-03
7.22807301e+00,-2.73438000e-03
7.23007321e+00,-2.79687000e-03
7.23207341e+00,-2.80469000e-03
7.23407361e+00,-2.88281000e-03
7.23607381e+00,-2.77344000e-03
7.23807401e+00,-2.92969000e-03
7.24007421e+00,-2.86719000e-03
7.24207441e+00,-2.63281000e-03
7.24407461e+00,-2.92187000e-03
7.24607481e+00,-2.78125000e-03
7.24807501e+00,-2.92969000e-03
7.25007521e+00,-2.93750000e-03
7.25207541e+00,-2.95313000e-03
7.25407561e+00,-2.83594000e-03
7.25607581e+00,-2.93750000e-03
7.25807601e+00,-2.96875000e-03
7.26007621e+00,-2.93750000e-03
7.26207641e+00,-3.00781000e-03
7.26407661e+00,-2.96875000e-03
7.26607681e+00,-2.89844000e-03
7.26807701e+00,-2.99219000e-03
7.27007721e+00,-3.03906000e-03
7.27207741e+00,-3.03906000e-03
7.27407761e+00,-2.96094000e-03
7.27607781e+00,-3.04688000e-03
7.27807801e+00,-3.05469000e-03
7.28007821e+00,-3.10156000e-03
7.28207841e+00,-2.97656000e-03
7.28407861e+00,-3.10156000e-03
7.28607881e+00,-2.98438000e-03
7.28807901e+00,-3.03125000e-03
7.29007921e+00,-2.98438000e-03
7.29207941e+00,-2.86719000e-03
7.29407961e+00,-2.99219000e-03
7.29607981e+00,-3.03125000e-03
7.29808001e+00,-3.00781000e-03
7.30008021e+00,-2.89844000e-03
7.30208041e+00,-2.97656000e-03
7.30408061e+00,-2.85156000e-03
7.30608081e+00,-2.72656000e-03
7.30808101e+00,-2.95313000e-03
7.31008121e+00,-2.90625000e-03
7.31208141e+00,-2.78906000e-03
7.31408161e+00,-2.92969000e-03
7.31608181e+00,-2.92187000e-03
7.31808201e+00,-2.78906000e-03
7.32008221e+00,-2.84375000e-03
7.32208241e+00,-3.00781000e-03
7.32408261e+00,-2.89844000e-03
7.32608281e+00,-2.89844000e-03
7.32808301e+00,-2.91406000e-03
7.33008321e+00,-2.78906000e-03
7.33208341e+00,-2.80469000e-03
7.33408361e+00,-2.97656000e-03
7.33608381e+00,-2.70313000e-03
7.33808401e+00,-2.92969000e-03
7.34008421e+00,-2.80469000e-03
7.34208441e+00,-2.92969000e-03
7.34408461e+00,-2.89062000e-03
7.34608481e+00,-2.96875000e-03
7.34808501e+00,-3.00781000e-03
7.35008521e+00,-2.94531000e-03
7.35208541e+00,-3.06250000e-03
7.35408561e+00,-2.95313000e-03
7.35608581e+00,-2.86719000e-03
7.35808601e+00,-2.88281000e-03
7.36008621e+00,-3.00781000e-03
7.36208641e+00,-2.95313000e-03
7.36408661e+00,-3.00000000e-03
7.36608681e+00,-2.92969000e-03
7.36808701e+00,-2.87500000e-03
7.37008721e+00,-2.90625000e-03
7.37208741e+00,-2.98438000e-03
7.37408761e+00,-2.89062000e-03
7.37608781e+00,-3.03906000e-03
7.37808801e+00,-3.03125000e-03
7.38008821e+00,-3.05469000e-03
7.38208841e+00,-3.00781000e-03
7.38408861e+00,-2.99219000e-03
7.38608881e+00,-3.03906000e-03
7.38808901e+00,-3.01563000e-03
7.39008921e+00,-3.00000000e-03
7.39208941e+00,-2.96875000e-03
7.39408961e+00,-3.00000000e-03
7.39608981e+00,-2.93750000e-03
7.39809001e+00,-3.14063000e-03
7.40009021e+00,-3.00000000e-03
7.40209041e+00,-3.08594000e-03
7.40409061e+00,-3.10938000e-03
7.40609081e+00,-3.10156000e-03
7.40809101e+00,-3.21094000e-03
7.41009121e+00,-3.02344000e-03
7.41209141e+00,-3.10938000e-03
7.41409161e+00,-3.06250000e-03
7.41609181e+00,-3.09375000e-03
7.41809201e+00,-3.10156000e-03
7.42009221e+00,-3.10938000e-03
7.42209241e+00,-3.15625000e-03
7.42409261e+00,-3.09375000e-03
7.42609281e+00,-3.03906000e-03
7.42809301e+00,-3.12500000e-03
7.43009321e+00,-3.18750000e-03
7.43209341e+00,-3.04688000e-03
7.43409361e+00,-3.22656000e-03
7.43609381e+00,-3.17969000e-03
7.43809401e+00,-3.12500000e-03
7.44009421e+00,-3.24219000e-03
7.44209441e+00,-3.20313000e-03
7.44409461e+00,-3.20313000e-03
7.44609481e+00,-3.07031000e-03
7.44809501e+00,-3.46094000e-03
7.45009521e+00,-3.13281000e-03
7.45209541e+00,-3.12500000e-03
7.45409561e+00,-3.11719000e-03
7.45609581e+00,-3.11719000e-03
7.45809601e+00,-3.20313000e-03
7.46009621e+00,-3.09375000e-03
7.46209641e+00,-3.14063000e-03
7.46409661e+00,-3.06250000e-03
7.46609681e+00,-3.02344000e-03
7.46809701e+00,-3.08594000e-03
7.47009721e+00,-3.06250000e-03
7.47209741e+00,-3.14063000e-03
7.47409761e+00,-3.03906000e-03
7.47609781e+00,-3.03906000e-03
7.47809801e+00,-3.03125000e-03
7.48009821e+00,-2.95313000e-03
7.48209841e+00,-2.94531000e-03
7.48409861e+00,-2.97656000e-03
7.48609881e+00,-2.82031000e-03
7.48809901e+00,-2.94531000e-03
7.49009921e+00,-2.96875000e-03
7.49209941e+00,-2.78906000e-03
7.49409961e+00,-2.92969000e-03
7.49609981e+00,-2.95313000e-03
7.49810001e+00,-2.73438000e-03
7.50010021e+00,-2.96094000e-03
7.50210041e+00,-2.87500000e-03
7.50410061e+00,-2.83594000e-03
7.50610081e+00,-2.93750000e-03
7.50810101e+00,-2.97656000e-03
7.51010121e+00,-2.75781000e-03
7.51210141e+00,-2.91406000e-03
7.51410161e+00,-2.89062000e-03
7.51610181e+00,-2.85156000e-03
7.51810201e+00,-2.96875000e-03
7.52010221e+00,-2.96094000e-03
7.52210241e+00,-2.85156000e-03
7.52410261e+00,-2.98438000e-03
7.52610281e+00,-3.04688000e-03
7.52810301e+00,-3.02344000e-03
7.53010321e+00,-3.04688000e-03
7.53210341e+00,-3.09375000e-03
7.53410361e+00,-3.13281000e-03
7.53610381e+00,-3.19531000e-03
7.53810401e+00,-3.18750000e-03
7.54010421e+00,-3.34375000e-03
7.54210441e+00,-3.17969000e-03
7.54410461e+00,-3.25000000e-03
7.54610481e+00,-3.18750000e-03
7.54810501e+00,-3.32812000e-03
7.55010521e+00,-3.25781000e-03
7.55210541e+00,-3.40625000e-03
7.55410561e+00,-3.29687000e-03
7.55610581e+00,-3.21094000e-03
7.55810601e+00,-3.22656000e-03
7.56010621e+00,-3.32812000e-03
7.56210641e+00,-3.35937000e-03
7.56410661e+00,-3.30469000e-03
7.56610681e+00,-3.41406000e-03
7.56810701e+00,-3.29687000e-03
7.57010721e+00,-3.39062000e-03
7.57210741e+00,-3.30469000e-03
7.57410761e+00,-3.24219000e-03
7.57610781e+00,-3.46094000e-03
7.57810801e+00,-3.28906000e-03
7.58010821e+00,-3.17188000e-03
7.58210841e+00,-3.10938000e-03
7.58410861e+00,-3.13281000e-03
7.58610881e+00,-3.37500000e-03
7.58810901e+00,-2.99219000e-03
7.59010921e+00,-3.14063000e-03
7.59210941e+00,-3.07031000e-03
7.59410961e+00,-3.08594000e-03
7.59610981e+00,-3.02344000e-03
7.59811001e+00,-3.01563000e-03
7.60011021e+00,-3.05469000e-03
7.60211041e+00,-3.00000000e-03
7.60411061e+00,-2.96875000e-03
7.60611081e+00,-2.93750000e-03
7.60811101e+00,-2.98438000e-03
7.61011121e+00,-2.88281000e-03
7.61211141e+00,-2.84375000e-03
7.61411161e+00,-2.85937000e-03
7.61611181e+00,-2.90625000e-03
7.61811201e+00,-2.92969000e-03
7.62011221e+00,-2.78906000e-03
7.62211241e+00,-2.92969000e-03
7.62411261e+00,-2.85156000e-03
7.62611281e+00,-2.66406000e-03
7.62811301e+00,-2.95313000e-03
7.63011321e+00,-2.89844000e-03
7.63211341e+00,-2.74219000e-03
7.63411361e+00,-2.96094000e-03
7.63611381e+00,-3.00781000e-03
7.63811401e+00,-2.93750000e-03
7.64011421e+00,-2.91406000e-03
7.64211441e+00,-2.94531000e-03
7.64411461e+00,-2.92969000e-03
7.64611481e+00,-3.02344000e-03
7.64811501e+00,-2.99219000e-03
7.65011521e+00,-3.22656000e-03
7.65211541e+00,-3.03125000e-03
7.65411561e+00,-3.12500000e-03
7.65611581e+00,-3.05469000e-03
7.65811601e+00,-3.09375000e-03
7.66011621e+00,-3.28125000e-03
7.66211641e+00,-3.20313000e-03
7.66411661e+00,-3.33594000e-03
7.66611681e+00,-3.08594000e-03
7.66811701e+00,-3.40625000e-03
7.67011721e+00,-3.14063000e-03
7.67211741e+00,-3.24219000e-03
7.67411761e+00,-3.13281000e-03
7.67611781e+00,-3.39062000e-03
7.67811801e+00,-3.29687000e-03
7.68011821e+00,-3.35156000e-03
7.68211841e+00,-3.26562000e-03
7.68411861e+00,-3.10156000e-03
7.68611881e+00,-3.26562000e-03
7.68811901e+00,-3.25781000e-03
7.69011921e+00,-3.28125000e-03
7.69211941e+00,-3.14844000e-03
7.69411961e+00,-3.19531000e-03
7.69611981e+00,-3.25000000e-03
7.69812001e+00,-3.25000000e-03
7.70012021e+00,-3.11719000e-03
7.70212041e+00,-3.10938000e-03
7.70412061e+00,-3.28906000e-03
7.70612081e+00,-3.22656000e-03
7.70812101e+00,-3.10938000e-03
7.71012121e+00,-3.00781000e-03
7.71212141e+00,-3.16406000e-03
7.71412161e+00,-3.10156000e-03
7.71612181e+00,-3.01563000e-03
7.71812201e+00,-3.02344000e-03
7.72012221e+00,-3.00781000e-03
7.72212241e+00,-3.00781000e-03
7.72412261e+00,-2.90625000e-03
7.72612281e+00,-2.95313000e-03
7.72812301e+00,-2.90625000e-03
7.73012321e+00,-3.02344000e-03
7.73212341e+00,-2.97656000e-03
7.73412361e+00,-2.99219000e-03
7.73612381e+00,-3.00000000e-03
7.73812401e+00,-2.94531000e-03
7.74012421e+00,-2.89844000e-03
7.74212441e+00,-2.90625000e-03
7.74412461e+00,-2.88281000e-03
7.74612481e+00,-2.92187000e-03
7.74812501e+00,-2.85937000e-03
7.75012521e+00,-2.93750000e-03
7.75212541e+00,-3.06250000e-03
7.75412561e+00,-2.88281000e-03
7.75612581e+00,-2.99219000e-03
7.75812601e+00,-2.99219000e-03
7.76012621e+00,-2.99219000e-03
7.76212641e+00,-3.01563000e-03
7.76412661e+00,-3.06250000e-03
7.76612681e+00,-3.03125000e-03
7.76812701e+00,-2.95313000e-03
7.77012721e+00,-2.97656000e-03
7.77212741e+00,-3.10938000e-03
7.77412761e+00,-3.07031000e-03
7.77612781e+00,-3.15625000e-03
7.77812801e+00,-3.17188000e-03
7.78012821e+00,-3.07031000e-03
7.78212841e+00,-3.22656000e-03
7.78412861e+00,-3.07813000e-03
7.78612881e+00,-3.12500000e-03
7.78812901e+00,-3.23438000e-03
7.79012921e+00,-3.20313000e-03
7.79212941e+00,-3.25781000e-03
7.79412961e+00,-3.18750000e-03
7.79612981e+00,-3.39062000e-03
7.79813001e+00,-3.33594000e-03
7.80013021e+00,-3.27344000e-03
7.80213041e+00,-3.14063000e-03
7.80413061e+00,-3.38281000e-03
7.80613081e+00,-3.13281000e-03
7.80813101e+00,-3.39062000e-03
7.81013121e+00,-3.10156000e-03
7.81213141e+00,-3.08594000e-03
7.81413161e+00,-3.21094000e-03
7.81613181e+00,-3.15625000e-03
7.81813201e+00,-3.05469000e-03
7.82013221e+00,-3.15625000e-03
7.82213241e+00,-3.09375000e-03
7.82413261e+00,-3.07813000e-03
7.82613281e+00,-3.07031000e-03
7.82813301e+00,-3.12500000e-03
7.83013321e+00,-2.98438000e-03
7.83213341e+00,-2.90625000e-03
7.83413361e+00,-3.05469000e-03
7.83613381e+00,-2.99219000e-03
7.83813401e+00,-2.96094000e-03
7.84013421e+00,-2.96875000e-03
7.84213441e+00,-2.85937000e-03
7.84413461e+00,-2.79687000e-03
7.84613481e+00,-2.92969000e-03
7.84813501e+00,-2.82812000e-03
7.85013521e+00,-2.93750000e-03
7.85213541e+00,-2.79687000e-03
7.85413561e+00,-2.94531000e-03
7.85613581e+00,-2.83594000e-03
7.85813601e+00,-2.87500000e-03
7.86013621e+00,-2.80469000e-03
7.86213641e+00,-2.96875000e-03
7.86413661e+00,-2.74219000e-03
7.86613681e+00,-2.70313000e-03
7.86813701e+00,-2.81250000e-03
7.87013721e+00,-2.75781000e-03
7.87213741e+00,-2.88281000e-03
7.87413761e+00,-2.96094000e-03
7.87613781e+00,-2.81250000e-03
7.87813801e+00,-2.89062000e-03
7.88013821e+00,-2.86719000e-03
7.88213841e+00,-2.69531000e-03
7.88413861e+00,-2.94531000e-03
7.88613881e+00,-2.81250000e-03
7.88813901e+00,-2.86719000e-03
7.89013921e+00,-2.92969000e-03
7.89213941e+00,-2.98438000e-03
7.89413961e+00,-2.85937000e-03
7.89613981e+00,-3.00781000e-03
7.89814001e+00,-2.91406000e-03
7.90014021e+00,-3.01563000e-03
7.90214041e+00,-3.01563000e-03
7.90414061e+00,-3.00000000e-03
7.90614081e+00,-3.18750000e-03
7.90814101e+00,-3.03125000e-03
7.91014121e+00,-3.17188000e-03
7.91214141e+00,-3.03125000e-03
7.91414161e+00,-3.17188000e-03
7.91614181e+00,-3.17188000e-03
7.91814201e+00,-3.14063000e-03
7.92014221e+00,-3.28125000e-03
7.92214241e+00,-3.07031000e-03
7.92414261e+00,-3.20313000e-03
7.92614281e+00,-3.18750000e-03
7.92814301e+00,-3.16406000e-03
7.93014321e+00,-3.16406000e-03
7.93214341e+00,-3.42969000e-03
7.93414361e+00,-3.09375000e-03
7.93614381e+00,-3.29687000e-03
7.93814401e+00,-3.00781000e-03
7.94014421e+00,-3.09375000e-03
7.94214441e+00,-3.25781000e-03
7.94414461e+00,-3.19531000e-03
7.94614481e+00,-3.06250000e-03
