# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# microseconds,volts
9.59280000e+00,-3.32031000e-03
9.59360008e+00,-3.10938000e-03
9.59440016e+00,-3.17969000e-03
9.59520024e+00,-3.11719000e-03
9.59600032e+00,-3.21875000e-03
9.59680040e+00,-3.49219000e-03
9.59760048e+00,-3.17188000e-03
9.59840056e+00,-3.37500000e-03
9.59920064e+00,-3.22656000e-03
9.60000072e+00,-3.11719000e-03
9.60080080e+00,-3.14844000e-03
9.60160088e+00,-3.22656000e-03
9.60240096e+00,-3.17969000e-03
9.60320104e+00,-3.28125000e-03
9.60400112e+00,-3.31250000e-03
9.60480120e+00,-3.19531000e-03
9.60560128e+00,-3.12500000e-03
9.60640136e+00,-3.07813000e-03
9.60720144e+00,-3.26562000e-03
9.60800152e+00,-3.21875000e-03
9.60880160e+00,-3.21875000e-03
9.60960168e+00,-3.11719000e-03
9.61040176e+00,-3.28125000e-03
9.61120184e+00,-3.34375000e-03
9.61200192e+00,-3.22656000e-03
9.61280200e+00,-3.25000000e-03
9.61360208e+00,-3.07031000e-03
9.61440216e+00,-3.29687000e-03
9.61520224e+00,-3.32812000e-03
9.61600232e+00,-3.10938000e-03
9.61680240e+00,-3.17188000e-03
9.61760248e+00,-3.17188000e-03
9.61840256e+00,-3.29687000e-03
9.61920264e+00,-3.20313000e-03
9.62000272e+00,-3.18750000e-03
9.62080280e+00,-3.03125000e-03
9.62160288e+00,-3.27344000e-03
9.62240296e+00,-3.25000000e-03
9.62320304e+00,-3.14844000e-03
9.62400312e+00,-3.30469000e-03
9.62480320e+00,-3.23438000e-03
9.62560328e+00,-3.17969000e-03
9.62640336e+00,-3.20313000e-03
9.62720344e+00,-3.20313000e-03
9.62800352e+00,-3.15625000e-03
9.62880360e+00,-3.42188000e-03
9.62960368e+00,-3.39062000e-03
9.63040376e+00,-3.14063000e-03
9.63120384e+00,-3.23438000e-03
9.63200392e+00,-3.17188000e-03
9.63280400e+00,-3.21875000e-03
9.63360408e+00,-3.24219000e-03
9.63440416e+00,-3.28906000e-03
9.63520424e+00,-3.13281000e-03
9.63600432e+00,-3.43750000e-03
9.63680440e+00,-3.25000000e-03
9.63760448e+00,-3.23438000e-03
9.63840456e+00,-3.35156000e-03
9.63920464e+00,-3.15625000e-03
9.64000472e+00,-3.32812000e-03
9.64080480e+00,-3.26562000e-03
9.64160488e+00,-3.25781000e-03
9.64240496e+00,-3.09375000e-03
9.64320504e+00,-3.15625000e-03
9.64400512e+00,-3.31250000e-03
9.64480520e+00,-3.15625000e-03
9.64560528e+00,-3.17188000e-03
9.64640536e+00,-3.21094000e-03
9.64720544e+00,-3.30469000e-03
9.64800552e+00,-3.39062000e-03
9.64880560e+00,-3.16406000e-03
9.64960568e+00,-3.32812000e-03
9.65040576e+00,-3.24219000e-03
9.65120584e+00,-3.22656000e-03
9.65200592e+00,-3.20313000e-03
9.65280600e+00,-3.18750000e-03
9.65360608e+00,-3.14844000e-03
9.65440616e+00,-3.34375000e-03
9.65520624e+00,-3.37500000e-03
9.65600632e+00,-3.20313000e-03
9.65680640e+00,-3.23438000e-03
9.65760648e+00,-3.14844000e-03
9.65840656e+00,-3.09375000e-03
9.65920664e+00,-3.27344000e-03
9.66000672e+00,-3.32031000e-03
9.66080680e+00,-3.16406000e-03
9.66160688e+00,-3.39062000e-03
9.66240696e+00,-3.30469000e-03
9.66320704e+00,-3.35156000e-03
9.66400712e+00,-3.29687000e-03
9.66480720e+00,-3.18750000e-03
9.66560728e+00,-3.32812000e-03
9.66640736e+00,-3.20313000e-03
9.66720744e+00,-3.17188000e-03
9.66800752e+00,-3.10156000e-03
9.66880760e+00,-3.12500000e-03
9.66960768e+00,-3.24219000e-03
9.67040776e+00,-3.12500000e-03
9.67120784e+00,-3.20313000e-03
9.67200792e+00,-3.14844000e-03
9.67280800e+00,-3.18750000e-03
9.67360808e+00,-3.52344000e-03
9.67440816e+00,-3.25781000e-03
9.67520824e+00,-3.25000000e-03
9.67600832e+00,-3.22656000e-03
9.67680840e+00,-3.24219000e-03
9.67760848e+00,-3.26562000e-03
9.67840856e+00,-3.25781000e-03
9.67920864e+00,-3.17188000e-03
9.68000872e+00,-3.32031000e-03
9.68080880e+00,-3.41406000e-03
9.68160888e+00,-3.30469000e-03
9.68240896e+00,-3.22656000e-03
9.68320904e+00,-3.13281000e-03
9.68400912e+00,-3.05469000e-03
9.68480920e+00,-3.14844000e-03
9.68560928e+00,-3.25000000e-03
9.68640936e+00,-3.13281000e-03
9.68720944e+00,-3.35156000e-03
9.68800952e+00,-3.21875000e-03
9.68880960e+00,-3.25781000e-03
9.68960968e+00,-3.23438000e-03
9.69040976e+00,-3.13281000e-03
9.69120984e+00,-3.35937000e-03
9.69200992e+00,-3.25000000e-03
9.69281000e+00,-3.20313000e-03
9.69361008e+00,-3.10156000e-03
9.69441016e+00,-3.13281000e-03
9.69521024e+00,-3.39062000e-03
9.69601032e+00,-3.07813000e-03
9.69681040e+00,-3.21094000e-03
9.69761048e+00,-3.18750000e-03
9.69841056e+00,-3.17969000e-03
9.69921064e+00,-3.28906000e-03
9.70001072e+00,-3.18750000e-03
9.70081080e+00,-3.23438000e-03
9.70161088e+00,-3.25000000e-03
9.70241096e+00,-3.28125000e-03
9.70321104e+00,-3.26562000e-03
9.70401112e+00,-3.21875000e-03
9.70481120e+00,-3.03906000e-03
9.70561128e+00,-3.25000000e-03
9.70641136e+00,-3.46875000e-03
9.70721144e+00,-3.16406000e-03
9.70801152e+00,-3.17969000e-03
9.70881160e+00,-3.14063000e-03
9.70961168e+00,-3.18750000e-03
9.71041176e+00,-3.25781000e-03
9.71121184e+00,-3.25000000e-03
9.71201192e+00,-3.14844000e-03
9.71281200e+00,-3.25000000e-03
9.71361208e+00,-3.27344000e-03
9.71441216e+00,-3.15625000e-03
9.71521224e+00,-3.31250000e-03
9.71601232e+00,-3.09375000e-03
9.71681240e+00,-3.30469000e-03
9.71761248e+00,-3.23438000e-03
9.71841256e+00,-3.15625000e-03
9.71921264e+00,-3.14844000e-03
9.72001272e+00,-3.07031000e-03
9.72081280e+00,-3.39844000e-03
9.72161288e+00,-3.11719000e-03
9.72241296e+00,-3.14063000e-03
9.72321304e+00,-3.06250000e-03
9.72401312e+00,-3.33594000e-03
9.72481320e+00,-3.29687000e-03
