# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# microseconds,volts
1.02928000e+01,-2.74219000e-03
1.02936001e+01,-2.71875000e-03
1.02944002e+01,-2.81250000e-03
1.02952002e+01,-2.64063000e-03
1.02960003e+01,-2.75781000e-03
1.02968004e+01,-2.60156000e-03
1.02976005e+01,-2.73438000e-03
1.02984006e+01,-2.67188000e-03
1.02992006e+01,-2.91406000e-03
1.03000007e+01,-2.63281000e-03
1.03008008e+01,-2.86719000e-03
1.03016009e+01,-2.70313000e-03
1.03024010e+01,-2.80469000e-03
1.03032010e+01,-2.72656000e-03
1.03040011e+01,-2.82812000e-03
1.03048012e+01,-2.84375000e-03
1.03056013e+01,-2.92969000e-03
1.03064014e+01,-2.76562000e-03
1.03072014e+01,-2.89844000e-03
1.03080015e+01,-2.71094000e-03
1.03088016e+01,-2.71094000e-03
1.03096017e+01,-2.85156000e-03
1.03104018e+01,-2.79687000e-03
1.03112018e+01,-2.78125000e-03
1.03120019e+01,-2.80469000e-03
1.03128020e+01,-2.87500000e-03
1.03136021e+01,-2.71094000e-03
1.03144022e+01,-2.92187000e-03
1.03152022e+01,-2.81250000e-03
1.03160023e+01,-2.78125000e-03
1.03168024e+01,-2.79687000e-03
1.03176025e+01,-2.85937000e-03
1.03184026e+01,-2.77344000e-03
1.03192026e+01,-2.76562000e-03
1.03200027e+01,-2.72656000e-03
1.03208028e+01,-2.69531000e-03
1.03216029e+01,-2.72656000e-03
1.03224030e+01,-2.65625000e-03
1.03232030e+01,-2.85156000e-03
1.03240031e+01,-2.64063000e-03
1.03248032e+01,-2.95313000e-03
1.03256033e+01,-2.69531000e-03
1.03264034e+01,-2.88281000e-03
1.03272034e+01,-2.82812000e-03
1.03280035e+01,-2.87500000e-03
1.03288036e+01,-2.76562000e-03
1.03296037e+01,-2.78906000e-03
1.03304038e+01,-2.90625000e-03
1.03312038e+01,-2.91406000e-03
1.03320039e+01,-2.74219000e-03
1.03328040e+01,-2.91406000e-03
1.03336041e+01,-2.71094000e-03
1.03344042e+01,-2.66406000e-03
1.03352042e+01,-2.92969000e-03
1.03360043e+01,-2.82031000e-03
1.03368044e+01,-2.71094000e-03
1.03376045e+01,-2.87500000e-03
1.03384046e+01,-2.92969000e-03
1.03392046e+01,-2.72656000e-03
1.03400047e+01,-2.87500000e-03
1.03408048e+01,-2.81250000e-03
1.03416049e+01,-2.75781000e-03
1.03424050e+01,-2.87500000e-03
1.03432050e+01,-2.82812000e-03
1.03440051e+01,-2.81250000e-03
1.03448052e+01,-2.76562000e-03
1.03456053e+01,-2.84375000e-03
1.03464054e+01,-2.67969000e-03
1.03472054e+01,-2.82031000e-03
1.03480055e+01,-2.64844000e-03
1.03488056e+01,-2.77344000e-03
1.03496057e+01,-2.74219000e-03
1.03504058e+01,-3.00781000e-03
1.03512058e+01,-2.73438000e-03
1.03520059e+01,-2.89062000e-03
1.03528060e+01,-2.78125000e-03
1.03536061e+01,-2.86719000e-03
1.03544062e+01,-2.73438000e-03
1.03552062e+01,-2.78125000e-03
1.03560063e+01,-2.85937000e-03
1.03568064e+01,-2.79687000e-03
1.03576065e+01,-2.78906000e-03
1.03584066e+01,-2.82812000e-03
1.03592066e+01,-2.74219000e-03
1.03600067e+01,-2.65625000e-03
1.03608068e+01,-2.89844000e-03
1.03616069e+01,-2.79687000e-03
1.03624070e+01,-2.76562000e-03
1.03632070e+01,-2.89062000e-03
1.03640071e+01,-2.94531000e-03
1.03648072e+01,-2.71094000e-03
1.03656073e+01,-2.87500000e-03
1.03664074e+01,-2.80469000e-03
1.03672074e+01,-2.76562000e-03
1.03680075e+01,-2.71875000e-03
1.03688076e+01,-2.70313000e-03
1.03696077e+01,-2.82031000e-03
1.03704078e+01,-2.71875000e-03
1.03712078e+01,-2.67969000e-03
1.03720079e+01,-2.67969000e-03
1.03728080e+01,-2.88281000e-03
1.03736081e+01,-2.66406000e-03
1.03744082e+01,-2.79687000e-03
1.03752082e+01,-2.70313000e-03
1.03760083e+01,-2.87500000e-03
1.03768084e+01,-2.81250000e-03
1.03776085e+01,-2.90625000e-03
1.03784086e+01,-2.75000000e-03
1.03792086e+01,-2.78906000e-03
1.03800087e+01,-2.52344000e-03
1.03808088e+01,-2.85937000e-03
1.03816089e+01,-2.68750000e-03
1.03824090e+01,-2.85156000e-03
1.03832090e+01,-2.77344000e-03
1.03840091e+01,-2.82031000e-03
1.03848092e+01,-2.63281000e-03
1.03856093e+01,-2.53906000e-03
1.03864094e+01,-2.84375000e-03
1.03872094e+01,-2.85937000e-03
1.03880095e+01,-2.71094000e-03
1.03888096e+01,-2.85937000e-03
1.03896097e+01,-2.85937000e-03
1.03904098e+01,-2.62500000e-03
1.03912098e+01,-2.75000000e-03
1.03920099e+01,-2.74219000e-03
1.03928100e+01,-2.74219000e-03
1.03936101e+01,-2.64844000e-03
1.03944102e+01,-2.76562000e-03
1.03952102e+01,-2.76562000e-03
1.03960103e+01,-2.73438000e-03
1.03968104e+01,-2.76562000e-03
1.03976105e+01,-2.65625000e-03
1.03984106e+01,-2.66406000e-03
1.03992106e+01,-2.60156000e-03
1.04000107e+01,-2.81250000e-03
1.04008108e+01,-2.67188000e-03
1.04016109e+01,-2.83594000e-03
1.04024110e+01,-2.63281000e-03
1.04032110e+01,-2.78906000e-03
1.04040111e+01,-2.85937000e-03
1.04048112e+01,-2.68750000e-03
1.04056113e+01,-2.65625000e-03
1.04064114e+01,-2.79687000e-03
1.04072114e+01,-2.79687000e-03
1.04080115e+01,-2.89062000e-03
1.04088116e+01,-2.81250000e-03
1.04096117e+01,-2.76562000e-03
1.04104118e+01,-2.73438000e-03
1.04112118e+01,-2.51563000e-03
1.04120119e+01,-2.90625000e-03
1.04128120e+01,-2.78125000e-03
1.04136121e+01,-2.71094000e-03
1.04144122e+01,-2.85156000e-03
1.04152122e+01,-2.84375000e-03
1.04160123e+01,-2.64844000e-03
1.04168124e+01,-2.82031000e-03
1.04176125e+01,-2.77344000e-03
1.04184126e+01,-2.70313000e-03
1.04192126e+01,-2.72656000e-03
1.04200127e+01,-2.86719000e-03
1.04208128e+01,-2.73438000e-03
1.04216129e+01,-2.70313000e-03
1.04224130e+01,-2.77344000e-03
1.04232130e+01,-2.69531000e-03
1.04240131e+01,-2.86719000e-03
1.04248132e+01,-2.60156000e-03
1.04256133e+01,-2.85937000e-03
1.04264134e+01,-2.62500000e-03
1.04272134e+01,-2.89844000e-03
1.04280135e+01,-2.68750000e-03
1.04288136e+01,-2.85937000e-03
1.04296137e+01,-2.75781000e-03
1.04304138e+01,-2.87500000e-03
1.04312138e+01,-2.67188000e-03
1.04320139e+01,-2.80469000e-03
1.04328140e+01,-2.85937000e-03
1.04336141e+01,-2.88281000e-03
1.04344142e+01,-2.80469000e-03
1.04352142e+01,-2.88281000e-03
1.04360143e+01,-2.76562000e-03
1.04368144e+01,-2.52344000e-03
1.04376145e+01,-2.85937000e-03
1.04384146e+01,-2.78906000e-03
1.04392146e+01,-2.77344000e-03
1.04400147e+01,-2.87500000e-03
1.04408148e+01,-2.92969000e-03
1.04416149e+01,-2.65625000e-03
1.04424150e+01,-2.85156000e-03
1.04432150e+01,-2.78125000e-03
1.04440151e+01,-2.78125000e-03
1.04448152e+01,-2.78906000e-03
1.04456153e+01,-2.77344000e-03
1.04464154e+01,-2.78906000e-03
1.04472154e+01,-2.73438000e-03
1.04480155e+01,-2.77344000e-03
1.04488156e+01,-2.78125000e-03
1.04496157e+01,-2.74219000e-03
1.04504158e+01,-2.67188000e-03
1.04512158e+01,-2.85156000e-03
1.04520159e+01,-2.78125000e-03
1.04528160e+01,-2.97656000e-03
1.04536161e+01,-2.67188000e-03
1.04544162e+01,-2.83594000e-03
1.04552162e+01,-2.75000000e-03
1.04560163e+01,-2.71875000e-03
1.04568164e+01,-2.69531000e-03
1.04576165e+01,-2.77344000e-03
1.04584166e+01,-2.79687000e-03
1.04592166e+01,-2.87500000e-03
1.04600167e+01,-2.78125000e-03
1.04608168e+01,-2.82031000e-03
1.04616169e+01,-2.76562000e-03
1.04624170e+01,-2.71094000e-03
1.04632170e+01,-2.92187000e-03
1.04640171e+01,-2.75781000e-03
1.04648172e+01,-2.71094000e-03
1.04656173e+01,-2.87500000e-03
1.04664174e+01,-2.85156000e-03
1.04672174e+01,-2.57031000e-03
1.04680175e+01,-2.83594000e-03
1.04688176e+01,-2.97656000e-03
1.04696177e+01,-2.84375000e-03
1.04704178e+01,-2.72656000e-03
1.04712178e+01,-2.79687000e-03
1.04720179e+01,-2.75781000e-03
1.04728180e+01,-2.67969000e-03
1.04736181e+01,-2.90625000e-03
1.04744182e+01,-2.67188000e-03
1.04752182e+01,-2.82031000e-03
1.04760183e+01,-2.64844000e-03
1.04768184e+01,-2.84375000e-03
1.04776185e+01,-2.80469000e-03
1.04784186e+01,-2.92187000e-03
1.04792186e+01,-2.70313000e-03
1.04800187e+01,-2.78906000e-03
1.04808188e+01,-2.69531000e-03
1.04816189e+01,-2.89062000e-03
1.04824190e+01,-2.76562000e-03
1.04832190e+01,-2.79687000e-03
1.04840191e+01,-2.89062000e-03
1.04848192e+01,-2.96094000e-03
1.04856193e+01,-2.76562000e-03
1.04864194e+01,-2.96875000e-03
1.04872194e+01,-2.74219000e-03
1.04880195e+01,-2.60156000e-03
1.04888196e+01,-2.90625000e-03
1.04896197e+01,-2.70313000e-03
1.04904198e+01,-2.79687000e-03
1.04912198e+01,-2.89062000e-03
1.04920199e+01,-2.93750000e-03
1.04928200e+01,-2.63281000e-03
1.04936201e+01,-2.83594000e-03
1.04944202e+01,-2.85156000e-03
1.04952202e+01,-2.73438000e-03
1.04960203e+01,-2.63281000e-03
1.04968204e+01,-2.82812000e-03
1.04976205e+01,-2.82812000e-03
1.04984206e+01,-2.73438000e-03
1.04992206e+01,-2.91406000e-03
1.05000207e+01,-2.69531000e-03
1.05008208e+01,-2.88281000e-03
1.05016209e+01,-2.57031000e-03
1.05024210e+01,-2.87500000e-03
1.05032210e+01,-2.81250000e-03
1.05040211e+01,-2.94531000e-03
1.05048212e+01,-2.63281000e-03
1.05056213e+01,-2.85156000e-03
1.05064214e+01,-2.74219000e-03
1.05072214e+01,-2.86719000e-03
1.05080215e+01,-2.82812000e-03
1.05088216e+01,-2.78125000e-03
1.05096217e+01,-2.82812000e-03
1.05104218e+01,-2.89844000e-03
1.05112218e+01,-2.76562000e-03
1.05120219e+01,-2.94531000e-03
1.05128220e+01,-2.78125000e-03
1.05136221e+01,-2.58594000e-03
1.05144222e+01,-2.84375000e-03
1.05152222e+01,-2.77344000e-03
1.05160223e+01,-2.76562000e-03
1.05168224e+01,-2.86719000e-03
1.05176225e+01,-2.83594000e-03
1.05184226e+01,-2.66406000e-03
1.05192226e+01,-2.80469000e-03
1.05200227e+01,-2.80469000e-03
1.05208228e+01,-2.75000000e-03
1.05216229e+01,-2.85156000e-03
1.05224230e+01,-2.78125000e-03
1.05232230e+01,-2.82812000e-03
1.05240231e+01,-2.75781000e-03
1.05248232e+01,-2.85937000e-03
1.05256233e+01,-2.68750000e-03
1.05264234e+01,-2.92187000e-03
1.05272234e+01,-2.72656000e-03
1.05280235e+01,-2.85156000e-03
1.05288236e+01,-2.77344000e-03
1.05296237e+01,-2.92187000e-03
1.05304238e+01,-2.77344000e-03
1.05312238e+01,-2.81250000e-03
1.05320239e+01,-2.77344000e-03
1.05328240e+01,-2.80469000e-03
1.05336241e+01,-2.81250000e-03
1.05344242e+01,-2.79687000e-03
1.05352242e+01,-2.85156000e-03
1.05360243e+01,-2.88281000e-03
1.05368244e+01,-2.78906000e-03
1.05376245e+01,-2.95313000e-03
1.05384246e+01,-2.81250000e-03
1.05392246e+01,-2.75000000e-03
1.05400247e+01,-2.91406000e-03
1.05408248e+01,-2.78125000e-03
1.05416249e+01,-2.71094000e-03
1.05424250e+01,-2.91406000e-03
1.05432250e+01,-2.78125000e-03
1.05440251e+01,-2.69531000e-03
1.05448252e+01,-2.89844000e-03
1.05456253e+01,-2.91406000e-03
1.05464254e+01,-2.78906000e-03
1.05472254e+01,-2.76562000e-03
1.05480255e+01,-2.78906000e-03
1.05488256e+01,-2.78906000e-03
1.05496257e+01,-2.72656000e-03
1.05504258e+01,-2.94531000e-03
1.05512258e+01,-2.67969000e-03
1.05520259e+01,-2.97656000e-03
1.05528260e+01,-2.63281000e-03
1.05536261e+01,-2.82031000e-03
1.05544262e+01,-2.86719000e-03
1.05552262e+01,-2.93750000e-03
1.05560263e+01,-2.71094000e-03
1.05568264e+01,-2.81250000e-03
1.05576265e+01,-2.88281000e-03
1.05584266e+01,-2.92187000e-03
1.05592266e+01,-2.82031000e-03
1.05600267e+01,-2.78906000e-03
1.05608268e+01,-2.94531000e-03
1.05616269e+01,-2.92969000e-03
1.05624270e+01,-2.77344000e-03
1.05632270e+01,-2.86719000e-03
1.05640271e+01,-2.75781000e-03
1.05648272e+01,-2.54688000e-03
1.05656273e+01,-2.95313000e-03
1.05664274e+01,-2.74219000e-03
1.05672274e+01,-2.69531000e-03
1.05680275e+01,-2.91406000e-03
1.05688276e+01,-2.79687000e-03
1.05696277e+01,-2.71875000e-03
1.05704278e+01,-2.80469000e-03
1.05712278e+01,-2.79687000e-03
1.05720279e+01,-2.73438000e-03
1.05728280e+01,-2.82031000e-03
1.05736281e+01,-2.78906000e-03
1.05744282e+01,-2.78125000e-03
1.05752282e+01,-2.68750000e-03
1.05760283e+01,-2.92187000e-03
1.05768284e+01,-2.62500000e-03
1.05776285e+01,-2.83594000e-03
1.05784286e+01,-2.60156000e-03
1.05792286e+01,-2.81250000e-03
1.05800287e+01,-2.82812000e-03
1.05808288e+01,-2.96094000e-03
1.05816289e+01,-2.79687000e-03
1.05824290e+01,-2.88281000e-03
1.05832290e+01,-2.75781000e-03
1.05840291e+01,-2.80469000e-03
1.05848292e+01,-2.78906000e-03
1.05856293e+01,-2.80469000e-03
1.05864294e+01,-2.83594000e-03
1.05872294e+01,-2.87500000e-03
1.05880295e+01,-2.78906000e-03
1.05888296e+01,-2.91406000e-03
1.05896297e+01,-2.81250000e-03
1.05904298e+01,-2.57031000e-03
1.05912298e+01,-2.92969000e-03
1.05920299e+01,-2.77344000e-03
1.05928300e+01,-2.72656000e-03
1.05936301e+01,-2.87500000e-03
1.05944302e+01,-2.85937000e-03
1.05952302e+01,-2.76562000e-03
1.05960303e+01,-2.79687000e-03
1.05968304e+01,-2.81250000e-03
1.05976305e+01,-2.74219000e-03
1.05984306e+01,-2.67188000e-03
1.05992306e+01,-2.74219000e-03
1.06000307e+01,-2.78125000e-03
1.06008308e+01,-2.66406000e-03
1.06016309e+01,-2.92969000e-03
1.06024310e+01,-2.68750000e-03
1.06032310e+01,-2.89062000e-03
1.06040311e+01,-2.61719000e-03
1.06048312e+01,-2.81250000e-03
1.06056313e+01,-2.77344000e-03
1.06064314e+01,-2.92187000e-03
1.06072314e+01,-2.69531000e-03
1.06080315e+01,-2.84375000e-03
1.06088316e+01,-2.72656000e-03
1.06096317e+01,-2.68750000e-03
1.06104318e+01,-2.81250000e-03
1.06112318e+01,-2.80469000e-03
1.06120319e+01,-2.87500000e-03
1.06128320e+01,-2.94531000e-03
1.06136321e+01,-2.74219000e-03
1.06144322e+01,-2.95313000e-03
1.06152322e+01,-2.75781000e-03
1.06160323e+01,-2.67969000e-03
1.06168324e+01,-2.91406000e-03
1.06176325e+01,-2.82812000e-03
1.06184326e+01,-2.67969000e-03
1.06192326e+01,-2.89844000e-03
1.06200327e+01,-2.96875000e-03
1.06208328e+01,-2.68750000e-03
1.06216329e+01,-2.83594000e-03
1.06224330e+01,-2.93750000e-03
1.06232330e+01,-2.73438000e-03
1.06240331e+01,-2.80469000e-03
1.06248332e+01,-2.83594000e-03
1.06256333e+01,-2.82812000e-03
1.06264334e+01,-2.68750000e-03
1.06272334e+01,-2.88281000e-03
1.06280335e+01,-2.68750000e-03
1.06288336e+01,-2.90625000e-03
1.06296337e+01,-2.76562000e-03
1.06304338e+01,-2.87500000e-03
1.06312338e+01,-2.78906000e-03
1.06320339e+01,-2.85937000e-03
1.06328340e+01,-2.82812000e-03
1.06336341e+01,-2.92969000e-03
1.06344342e+01,-2.85937000e-03
1.06352342e+01,-2.72656000e-03
1.06360343e+01,-2.83594000e-03
1.06368344e+01,-2.81250000e-03
1.06376345e+01,-2.92187000e-03
1.06384346e+01,-2.88281000e-03
1.06392346e+01,-2.79687000e-03
1.06400347e+01,-2.87500000e-03
1.06408348e+01,-2.76562000e-03
1.06416349e+01,-2.75000000e-03
1.06424350e+01,-2.89062000e-03
1.06432350e+01,-2.78125000e-03
1.06440351e+01,-2.78906000e-03
1.06448352e+01,-2.96875000e-03
1.06456353e+01,-2.87500000e-03
1.06464354e+01,-2.78125000e-03
1.06472354e+01,-2.82031000e-03
1.06480355e+01,-2.93750000e-03
1.06488356e+01,-2.75000000e-03
1.06496357e+01,-2.90625000e-03
1.06504358e+01,-2.85156000e-03
1.06512358e+01,-2.85937000e-03
1.06520359e+01,-2.72656000e-03
1.06528360e+01,-2.89062000e-03
1.06536361e+01,-2.71875000e-03
1.06544362e+01,-2.89844000e-03
1.06552362e+01,-2.68750000e-03
1.06560363e+01,-2.93750000e-03
1.06568364e+01,-2.78125000e-03
1.06576365e+01,-2.97656000e-03
1.06584366e+01,-2.82812000e-03
1.06592366e+01,-2.89844000e-03
1.06600367e+01,-2.82812000e-03
1.06608368e+01,-2.79687000e-03
1.06616369e+01,-2.84375000e-03
1.06624370e+01,-2.81250000e-03
1.06632370e+01,-2.91406000e-03
1.06640371e+01,-2.96875000e-03
1.06648372e+01,-2.77344000e-03
1.06656373e+01,-2.86719000e-03
1.06664374e+01,-2.81250000e-03
1.06672374e+01,-2.62500000e-03
1.06680375e+01,-2.93750000e-03
1.06688376e+01,-2.78125000e-03
1.06696377e+01,-2.70313000e-03
1.06704378e+01,-2.84375000e-03
1.06712378e+01,-2.90625000e-03
1.06720379e+01,-2.71875000e-03
1.06728380e+01,-2.85156000e-03
1.06736381e+01,-2.86719000e-03
1.06744382e+01,-2.83594000e-03
1.06752382e+01,-2.83594000e-03
1.06760383e+01,-2.86719000e-03
1.06768384e+01,-2.67969000e-03
1.06776385e+01,-2.71875000e-03
1.06784386e+01,-2.90625000e-03
1.06792386e+01,-2.70313000e-03
1.06800387e+01,-2.92969000e-03
1.06808388e+01,-2.79687000e-03
1.06816389e+01,-2.82812000e-03
1.06824390e+01,-2.84375000e-03
1.06832390e+01,-2.96875000e-03
1.06840391e+01,-2.69531000e-03
1.06848392e+01,-2.87500000e-03
1.06856393e+01,-2.84375000e-03
1.06864394e+01,-2.68750000e-03
1.06872394e+01,-2.83594000e-03
1.06880395e+01,-2.80469000e-03
1.06888396e+01,-2.84375000e-03
1.06896397e+01,-2.96094000e-03
1.06904398e+01,-2.77344000e-03
1.06912398e+01,-2.87500000e-03
1.06920399e+01,-2.77344000e-03
1.06928400e+01,-2.60156000e-03
1.06936401e+01,-2.85937000e-03
1.06944402e+01,-2.73438000e-03
1.06952402e+01,-2.74219000e-03
1.06960403e+01,-2.90625000e-03
1.06968404e+01,-2.96094000e-03
1.06976405e+01,-2.78906000e-03
1.06984406e+01,-2.79687000e-03
1.06992406e+01,-2.85156000e-03
1.07000407e+01,-2.85937000e-03
1.07008408e+01,-2.81250000e-03
1.07016409e+01,-2.82812000e-03
1.07024410e+01,-2.79687000e-03
1.07032410e+01,-2.72656000e-03
1.07040411e+01,-2.85156000e-03
1.07048412e+01,-2.60156000e-03
