# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# 
# microseconds,volts
1.03040215e+01,-2.80469000e-03
1.03048216e+01,-2.71875000e-03
1.03056217e+01,-2.88281000e-03
1.03064218e+01,-2.78125000e-03
1.03072218e+01,-2.82031000e-03
1.03080219e+01,-2.86719000e-03
1.03088220e+01,-2.75781000e-03
1.03096221e+01,-2.55469000e-03
1.03104222e+01,-2.86719000e-03
1.03112222e+01,-2.78125000e-03
1.03120223e+01,-2.72656000e-03
1.03128224e+01,-2.93750000e-03
1.03136225e+01,-2.89062000e-03
1.03144226e+01,-2.62500000e-03
1.03152226e+01,-2.79687000e-03
1.03160227e+01,-2.74219000e-03
1.03168228e+01,-2.72656000e-03
1.03176229e+01,-2.75781000e-03
1.03184230e+01,-2.75781000e-03
1.03192230e+01,-2.85156000e-03
1.03200231e+01,-2.79687000e-03
1.03208232e+01,-2.85937000e-03
1.03216233e+01,-2.67188000e-03
1.03224234e+01,-2.75781000e-03
1.03232234e+01,-2.52344000e-03
1.03240235e+01,-2.87500000e-03
1.03248236e+01,-2.60938000e-03
1.03256237e+01,-2.95313000e-03
1.03264238e+01,-2.69531000e-03
1.03272238e+01,-2.85156000e-03
1.03280239e+01,-2.57031000e-03
1.03288240e+01,-2.73438000e-03
1.03296241e+01,-2.64063000e-03
1.03304242e+01,-2.81250000e-03
1.03312242e+01,-2.84375000e-03
1.03320243e+01,-2.95313000e-03
1.03328244e+01,-2.71875000e-03
1.03336245e+01,-2.97656000e-03
1.03344246e+01,-2.72656000e-03
1.03352246e+01,-2.52344000e-03
1.03360247e+01,-2.95313000e-03
1.03368248e+01,-2.71875000e-03
1.03376249e+01,-2.71875000e-03
1.03384250e+01,-2.92969000e-03
1.03392250e+01,-2.79687000e-03
1.03400251e+01,-2.58594000e-03
1.03408252e+01,-2.80469000e-03
1.03416253e+01,-2.77344000e-03
1.03424254e+01,-2.77344000e-03
1.03432254e+01,-2.64063000e-03
1.03440255e+01,-2.71094000e-03
1.03448256e+01,-2.83594000e-03
1.03456257e+01,-2.66406000e-03
1.03464258e+01,-2.75000000e-03
1.03472258e+01,-2.59375000e-03
1.03480259e+01,-2.80469000e-03
1.03488260e+01,-2.48438000e-03
1.03496261e+01,-2.82031000e-03
1.03504262e+01,-2.75000000e-03
1.03512262e+01,-2.83594000e-03
1.03520263e+01,-2.65625000e-03
1.03528264e+01,-2.84375000e-03
1.03536265e+01,-2.75000000e-03
1.03544266e+01,-2.64844000e-03
1.03552266e+01,-2.56250000e-03
1.03560267e+01,-2.75000000e-03
1.03568268e+01,-2.71875000e-03
1.03576269e+01,-2.79687000e-03
1.03584270e+01,-2.75000000e-03
1.03592270e+01,-2.75781000e-03
1.03600271e+01,-2.75000000e-03
1.03608272e+01,-2.53906000e-03
1.03616273e+01,-2.80469000e-03
1.03624274e+01,-2.83594000e-03
1.03632274e+01,-2.63281000e-03
1.03640275e+01,-2.86719000e-03
1.03648276e+01,-2.75781000e-03
1.03656277e+01,-2.56250000e-03
1.03664278e+01,-2.78125000e-03
1.03672278e+01,-2.79687000e-03
1.03680279e+01,-2.72656000e-03
1.03688280e+01,-2.64844000e-03
1.03696281e+01,-2.75781000e-03
1.03704282e+01,-2.78125000e-03
1.03712282e+01,-2.66406000e-03
1.03720283e+01,-2.88281000e-03
1.03728284e+01,-2.64063000e-03
1.03736285e+01,-2.71094000e-03
1.03744286e+01,-2.60156000e-03
1.03752286e+01,-2.67969000e-03
1.03760287e+01,-2.73438000e-03
1.03768288e+01,-2.75000000e-03
1.03776289e+01,-2.64063000e-03
1.03784290e+01,-2.79687000e-03
1.03792290e+01,-2.63281000e-03
1.03800291e+01,-2.69531000e-03
1.03808292e+01,-2.69531000e-03
1.03816293e+01,-2.68750000e-03
1.03824294e+01,-2.79687000e-03
1.03832294e+01,-2.81250000e-03
1.03840295e+01,-2.76562000e-03
1.03848296e+01,-2.86719000e-03
1.03856297e+01,-2.71875000e-03
1.03864298e+01,-2.60156000e-03
1.03872298e+01,-2.89062000e-03
1.03880299e+01,-2.79687000e-03
1.03888300e+01,-2.66406000e-03
1.03896301e+01,-2.92187000e-03
1.03904302e+01,-2.84375000e-03
1.03912302e+01,-2.60156000e-03
1.03920303e+01,-2.78906000e-03
1.03928304e+01,-2.66406000e-03
1.03936305e+01,-2.72656000e-03
1.03944306e+01,-2.61719000e-03
1.03952306e+01,-2.78125000e-03
1.03960307e+01,-2.73438000e-03
1.03968308e+01,-2.66406000e-03
1.03976309e+01,-2.86719000e-03
1.03984310e+01,-2.60156000e-03
1.03992310e+01,-2.89844000e-03
1.04000311e+01,-2.68750000e-03
1.04008312e+01,-2.82031000e-03
1.04016313e+01,-2.71094000e-03
1.04024314e+01,-2.86719000e-03
1.04032314e+01,-2.74219000e-03
1.04040315e+01,-2.92969000e-03
1.04048316e+01,-2.60938000e-03
1.04056317e+01,-2.71094000e-03
1.04064318e+01,-2.65625000e-03
1.04072318e+01,-2.77344000e-03
1.04080319e+01,-2.78906000e-03
1.04088320e+01,-2.94531000e-03
1.04096321e+01,-2.75781000e-03
1.04104322e+01,-2.83594000e-03
1.04112322e+01,-2.77344000e-03
1.04120323e+01,-2.53125000e-03
1.04128324e+01,-2.85937000e-03
1.04136325e+01,-2.78125000e-03
1.04144326e+01,-2.64844000e-03
1.04152326e+01,-2.81250000e-03
1.04160327e+01,-2.78125000e-03
1.04168328e+01,-2.64844000e-03
1.04176329e+01,-2.75781000e-03
1.04184330e+01,-2.78125000e-03
1.04192330e+01,-2.68750000e-03
1.04200331e+01,-2.57031000e-03
1.04208332e+01,-2.66406000e-03
1.04216333e+01,-2.69531000e-03
1.04224334e+01,-2.54688000e-03
1.04232334e+01,-2.71094000e-03
1.04240335e+01,-2.63281000e-03
1.04248336e+01,-2.75781000e-03
1.04256337e+01,-2.46094000e-03
1.04264338e+01,-2.75000000e-03
1.04272338e+01,-2.69531000e-03
1.04280339e+01,-2.88281000e-03
1.04288340e+01,-2.67188000e-03
1.04296341e+01,-2.84375000e-03
1.04304342e+01,-2.62500000e-03
1.04312342e+01,-2.50000000e-03
1.04320343e+01,-2.74219000e-03
1.04328344e+01,-2.75781000e-03
1.04336345e+01,-2.78125000e-03
1.04344346e+01,-2.72656000e-03
1.04352346e+01,-2.73438000e-03
1.04360347e+01,-2.71875000e-03
1.04368348e+01,-2.65625000e-03
1.04376349e+01,-2.43750000e-03
1.04384350e+01,-2.85156000e-03
1.04392350e+01,-2.61719000e-03
1.04400351e+01,-2.60156000e-03
1.04408352e+01,-2.79687000e-03
1.04416353e+01,-2.88281000e-03
1.04424354e+01,-2.53125000e-03
1.04432354e+01,-2.75000000e-03
1.04440355e+01,-2.63281000e-03
1.04448356e+01,-2.72656000e-03
1.04456357e+01,-2.62500000e-03
1.04464358e+01,-2.67188000e-03
1.04472358e+01,-2.77344000e-03
1.04480359e+01,-2.60156000e-03
1.04488360e+01,-2.65625000e-03
1.04496361e+01,-2.58594000e-03
1.04504362e+01,-2.75000000e-03
1.04512362e+01,-2.52344000e-03
1.04520363e+01,-2.68750000e-03
1.04528364e+01,-2.66406000e-03
1.04536365e+01,-2.92969000e-03
1.04544366e+01,-2.66406000e-03
1.04552366e+01,-2.83594000e-03
1.04560367e+01,-2.65625000e-03
1.04568368e+01,-2.44531000e-03
1.04576369e+01,-2.67188000e-03
1.04584370e+01,-2.75781000e-03
1.04592370e+01,-2.71094000e-03
1.04600371e+01,-2.72656000e-03
1.04608372e+01,-2.53125000e-03
1.04616373e+01,-2.85937000e-03
1.04624374e+01,-2.71875000e-03
1.04632374e+01,-2.61719000e-03
1.04640375e+01,-2.85937000e-03
1.04648376e+01,-2.75781000e-03
1.04656377e+01,-2.53125000e-03
1.04664378e+01,-2.83594000e-03
1.04672378e+01,-2.85937000e-03
1.04680379e+01,-2.53125000e-03
1.04688380e+01,-2.77344000e-03
1.04696381e+01,-2.66406000e-03
1.04704382e+01,-2.78125000e-03
1.04712382e+01,-2.58594000e-03
1.04720383e+01,-2.71094000e-03
1.04728384e+01,-2.82812000e-03
1.04736385e+01,-2.66406000e-03
1.04744386e+01,-2.71094000e-03
1.04752386e+01,-2.59375000e-03
1.04760387e+01,-2.89844000e-03
1.04768388e+01,-2.58594000e-03
1.04776389e+01,-2.75781000e-03
1.04784390e+01,-2.75781000e-03
1.04792390e+01,-2.83594000e-03
1.04800391e+01,-2.68750000e-03
1.04808392e+01,-2.86719000e-03
1.04816393e+01,-2.67188000e-03
1.04824394e+01,-2.57813000e-03
1.04832394e+01,-2.72656000e-03
1.04840395e+01,-2.83594000e-03
1.04848396e+01,-2.82031000e-03
1.04856397e+01,-2.81250000e-03
1.04864398e+01,-2.76562000e-03
1.04872398e+01,-2.86719000e-03
1.04880399e+01,-2.81250000e-03
1.04888400e+01,-2.60938000e-03
1.04896401e+01,-2.91406000e-03
1.04904402e+01,-2.78125000e-03
1.04912402e+01,-2.62500000e-03
1.04920403e+01,-2.86719000e-03
1.04928404e+01,-2.95313000e-03
1.04936405e+01,-2.64063000e-03
1.04944406e+01,-2.83594000e-03
1.04952406e+01,-2.77344000e-03
1.04960407e+01,-2.76562000e-03
1.04968408e+01,-2.63281000e-03
1.04976409e+01,-2.67188000e-03
1.04984410e+01,-2.78125000e-03
1.04992410e+01,-2.71875000e-03
1.05000411e+01,-2.78906000e-03
1.05008412e+01,-2.64844000e-03
1.05016413e+01,-2.90625000e-03
1.05024414e+01,-2.64063000e-03
1.05032414e+01,-2.87500000e-03
1.05040415e+01,-2.67969000e-03
1.05048416e+01,-2.92187000e-03
1.05056417e+01,-2.65625000e-03
1.05064418e+01,-2.89844000e-03
1.05072418e+01,-2.74219000e-03
1.05080419e+01,-2.64844000e-03
1.05088420e+01,-2.73438000e-03
1.05096421e+01,-2.75781000e-03
1.05104422e+01,-2.79687000e-03
1.05112422e+01,-2.71875000e-03
1.05120423e+01,-2.54688000e-03
1.05128424e+01,-2.89844000e-03
1.05136425e+01,-2.78906000e-03
1.05144426e+01,-2.55469000e-03
1.05152426e+01,-2.86719000e-03
1.05160427e+01,-2.79687000e-03
1.05168428e+01,-2.71875000e-03
1.05176429e+01,-2.85156000e-03
1.05184430e+01,-2.82031000e-03
1.05192430e+01,-2.71094000e-03
1.05200431e+01,-2.87500000e-03
1.05208432e+01,-2.81250000e-03
1.05216433e+01,-2.74219000e-03
1.05224434e+01,-2.60938000e-03
1.05232434e+01,-2.70313000e-03
1.05240435e+01,-2.79687000e-03
1.05248436e+01,-2.72656000e-03
1.05256437e+01,-2.67969000e-03
1.05264438e+01,-2.61719000e-03
1.05272438e+01,-2.86719000e-03
1.05280439e+01,-2.57031000e-03
1.05288440e+01,-2.78125000e-03
1.05296441e+01,-2.65625000e-03
1.05304442e+01,-2.89844000e-03
1.05312442e+01,-2.67969000e-03
1.05320443e+01,-2.89062000e-03
1.05328444e+01,-2.67188000e-03
1.05336445e+01,-2.56250000e-03
1.05344446e+01,-2.79687000e-03
1.05352446e+01,-2.85156000e-03
1.05360447e+01,-2.67188000e-03
1.05368448e+01,-2.91406000e-03
1.05376449e+01,-2.62500000e-03
1.05384450e+01,-2.80469000e-03
1.05392450e+01,-2.85937000e-03
1.05400451e+01,-2.66406000e-03
1.05408452e+01,-2.88281000e-03
1.05416453e+01,-2.81250000e-03
1.05424454e+01,-2.70313000e-03
1.05432454e+01,-2.89844000e-03
1.05440455e+01,-2.82812000e-03
1.05448456e+01,-2.53125000e-03
1.05456457e+01,-2.89062000e-03
1.05464458e+01,-2.72656000e-03
1.05472458e+01,-2.78906000e-03
1.05480459e+01,-2.60938000e-03
1.05488460e+01,-2.59375000e-03
1.05496461e+01,-2.79687000e-03
1.05504462e+01,-2.67188000e-03
1.05512462e+01,-2.67969000e-03
1.05520463e+01,-2.60938000e-03
1.05528464e+01,-2.75781000e-03
1.05536465e+01,-2.53906000e-03
1.05544466e+01,-2.82812000e-03
1.05552466e+01,-2.60938000e-03
1.05560467e+01,-2.78125000e-03
1.05568468e+01,-2.71094000e-03
1.05576469e+01,-2.87500000e-03
1.05584470e+01,-2.63281000e-03
1.05592470e+01,-2.53906000e-03
1.05600471e+01,-2.66406000e-03
1.05608472e+01,-2.71094000e-03
1.05616473e+01,-2.84375000e-03
1.05624474e+01,-2.79687000e-03
1.05632474e+01,-2.60938000e-03
1.05640475e+01,-2.78125000e-03
1.05648476e+01,-2.78125000e-03
1.05656477e+01,-2.51563000e-03
1.05664478e+01,-2.90625000e-03
1.05672478e+01,-2.76562000e-03
1.05680479e+01,-2.68750000e-03
1.05688480e+01,-2.85937000e-03
1.05696481e+01,-2.75781000e-03
1.05704482e+01,-2.69531000e-03
1.05712482e+01,-2.76562000e-03
1.05720483e+01,-2.67969000e-03
1.05728484e+01,-2.76562000e-03
1.05736485e+01,-2.55469000e-03
1.05744486e+01,-2.72656000e-03
1.05752486e+01,-2.82031000e-03
1.05760487e+01,-2.62500000e-03
1.05768488e+01,-2.81250000e-03
1.05776489e+01,-2.64844000e-03
1.05784490e+01,-2.85937000e-03
1.05792490e+01,-2.64063000e-03
1.05800491e+01,-2.83594000e-03
1.05808492e+01,-2.77344000e-03
1.05816493e+01,-2.81250000e-03
1.05824494e+01,-2.73438000e-03
1.05832494e+01,-2.86719000e-03
1.05840495e+01,-2.74219000e-03
1.05848496e+01,-2.67969000e-03
1.05856497e+01,-2.81250000e-03
1.05864498e+01,-2.74219000e-03
1.05872498e+01,-2.82812000e-03
1.05880499e+01,-2.91406000e-03
1.05888500e+01,-2.63281000e-03
1.05896501e+01,-2.87500000e-03
1.05904502e+01,-2.77344000e-03
1.05912502e+01,-2.51563000e-03
1.05920503e+01,-2.85156000e-03
1.05928504e+01,-2.85937000e-03
1.05936505e+01,-2.61719000e-03
1.05944506e+01,-2.93750000e-03
1.05952507e+01,-2.78125000e-03
1.05960507e+01,-2.70313000e-03
1.05968508e+01,-2.80469000e-03
1.05976509e+01,-2.73438000e-03
1.05984510e+01,-2.77344000e-03
1.05992510e+01,-2.59375000e-03
1.06000511e+01,-2.69531000e-03
1.06008512e+01,-2.79687000e-03
1.06016513e+01,-2.56250000e-03
1.06024514e+01,-2.82812000e-03
1.06032515e+01,-2.71875000e-03
1.06040515e+01,-2.78906000e-03
1.06048516e+01,-2.53906000e-03
1.06056517e+01,-2.85156000e-03
1.06064518e+01,-2.75781000e-03
1.06072519e+01,-2.90625000e-03
1.06080519e+01,-2.75781000e-03
1.06088520e+01,-2.92969000e-03
1.06096521e+01,-2.51563000e-03
1.06104522e+01,-2.64844000e-03
1.06112522e+01,-2.75000000e-03
1.06120523e+01,-2.82031000e-03
1.06128524e+01,-2.76562000e-03
1.06136525e+01,-2.92187000e-03
1.06144526e+01,-2.75781000e-03
1.06152527e+01,-2.84375000e-03
1.06160527e+01,-2.77344000e-03
1.06168528e+01,-2.53906000e-03
1.06176529e+01,-2.94531000e-03
1.06184530e+01,-2.75781000e-03
1.06192530e+01,-2.71875000e-03
1.06200531e+01,-2.87500000e-03
1.06208532e+01,-2.79687000e-03
1.06216533e+01,-2.71094000e-03
1.06224534e+01,-2.77344000e-03
1.06232534e+01,-2.75000000e-03
1.06240535e+01,-2.81250000e-03
1.06248536e+01,-2.65625000e-03
1.06256537e+01,-2.69531000e-03
1.06264538e+01,-2.80469000e-03
1.06272539e+01,-2.69531000e-03
1.06280539e+01,-2.80469000e-03
1.06288540e+01,-2.78125000e-03
1.06296541e+01,-2.78125000e-03
1.06304542e+01,-2.60156000e-03
1.06312542e+01,-2.81250000e-03
1.06320543e+01,-2.70313000e-03
1.06328544e+01,-2.86719000e-03
1.06336545e+01,-2.71875000e-03
1.06344546e+01,-2.89062000e-03
1.06352546e+01,-2.71094000e-03
1.06360547e+01,-2.56250000e-03
1.06368548e+01,-2.83594000e-03
1.06376549e+01,-2.82031000e-03
1.06384550e+01,-2.67969000e-03
1.06392550e+01,-2.95313000e-03
1.06400551e+01,-2.67188000e-03
1.06408552e+01,-2.77344000e-03
1.06416553e+01,-2.74219000e-03
1.06424554e+01,-2.60938000e-03
1.06432554e+01,-2.85937000e-03
1.06440555e+01,-2.67969000e-03
1.06448556e+01,-2.67188000e-03
1.06456557e+01,-2.89844000e-03
1.06464558e+01,-2.73438000e-03
1.06472558e+01,-2.63281000e-03
1.06480559e+01,-2.86719000e-03
1.06488560e+01,-2.81250000e-03
1.06496561e+01,-2.73438000e-03
1.06504562e+01,-2.71875000e-03
1.06512562e+01,-2.75000000e-03
1.06520563e+01,-2.82031000e-03
1.06528564e+01,-2.67188000e-03
1.06536565e+01,-2.87500000e-03
1.06544566e+01,-2.67188000e-03
1.06552566e+01,-2.90625000e-03
1.06560567e+01,-2.59375000e-03
1.06568568e+01,-2.84375000e-03
1.06576569e+01,-2.81250000e-03
1.06584570e+01,-2.90625000e-03
1.06592570e+01,-2.77344000e-03
1.06600571e+01,-2.92187000e-03
1.06608572e+01,-2.66406000e-03
1.06616573e+01,-2.65625000e-03
1.06624574e+01,-2.72656000e-03
1.06632574e+01,-2.74219000e-03
1.06640575e+01,-2.79687000e-03
1.06648576e+01,-2.76562000e-03
1.06656577e+01,-2.69531000e-03
1.06664578e+01,-2.76562000e-03
1.06672578e+01,-2.69531000e-03
1.06680579e+01,-2.52344000e-03
1.06688580e+01,-2.91406000e-03
1.06696581e+01,-2.64063000e-03
1.06704582e+01,-2.62500000e-03
1.06712582e+01,-2.89844000e-03
